Properti_Name,Price,Lokasi,Detail
Home Sweet Home di Bukit Mas Rempoa Bintaro Jakarta Selatan,Rp 7.600.000.000,"Pesanggrahan, Jakarta Selatan",3 KT - 3 KM - 500 m2
Dijual Cepatt!! Rumah Cluster Di Rempoa Dekat Pondok Indah Lebak Bulus,Rp 1.800.000.000,"Cilandak, Jakarta Selatan",4 KT - 3 KM - 120 m2
Rumah di pinggir jalan cinangka depok,Rp 285.000.000,"Mampang Prapatan, Jakarta Selatan",2 KT - 1 KM - 30 m2
Rumah di pinggir jalan cinangka depok,Rp 285.000.000,"Pancoran, Jakarta Selatan",2 KT - 1 KM - 30 m2
"Rumah di meruyung depok di pinggir jalan , bebas banjir",Rp 275.000.000,"Mampang Prapatan, Jakarta Selatan",2 KT - 1 KM - 30 m2
dijual cepat rumah mewah permata hijau senayan jakarta selatan,Rp 11.500.000.000,"Kebayoran Lama, Jakarta Selatan",4 KT - 4 KM - 500 m2
Dijual Cepat!! Rumah Dalam Cluster Di Cirendeu Dekat MRT Lebak Bulus,Rp 2.400.000.000,"Cilandak, Jakarta Selatan",3 KT - 2 KM - 150 m2
Brand New House American Classic 3 Lantai Best Price di Kalibata,Rp 3.400.000.000,"Pancoran, Jakarta Selatan",3 KT - 3 KM - 106 m2
Dijual Cepat!! Rumah Dalam Komplek Dikawasan Graha Hijau 2,Rp 3.250.000.000,"Pesanggrahan, Jakarta Selatan",4 KT - 4 KM - 198 m2
TURUN HARGA kost murah Mampang Prapatan Jaksel,Rp 650.000,"Mampang Prapatan, Jakarta Selatan",>10 KT - >10 KM - 360 m2
"Rumah tiga lantai dekat tol joglo, nempel senayan",Rp 1.800.000.000,"Pesanggrahan, Jakarta Selatan",3 KT - 2 KM - 138 m2
Rumah 2 lantai termurah di depok,Rp 750.000.000,"Pasar Minggu, Jakarta Selatan",3 KT - 2 KM - 60 m2
Dijamin Paling Murah 3BR Corner 180m2 Private Lift di Residence 8 SCBD,Rp 7.000.000.000,"Kebayoran Baru, Jakarta Selatan",3 KT - 2 KM - 180 m2
"Rumah Bagus Nuansa Mewah 2 Lantai Siap Huni, Lebak Bulus, Jakarta Sela",Rp 8.900.000.000,"Cilandak, Jakarta Selatan",5 KT - 4 KM - 305 m2
Apartemen kalibata green palace 2 br full furnished,Rp 439.000.000,"Pancoran, Jakarta Selatan",2 KT - 1 KM - 28 m2
DIJUAL CEPAT MURAH RUMAH MEWAH ADA KOLAM RENANG DI TB SIMATUPANG,Rp 5.800.000.000,"Pasar Minggu, Jakarta Selatan",5 KT - 4 KM - 253 m2
Rumah 2 lantai di depok dekat stasiun dan kampus ui,Rp 1.500.000.000,"Mampang Prapatan, Jakarta Selatan",4 KT - 4 KM - 100 m2
Rumah cluster di meruyung depok dekat tol limo,Rp 225.000.000,"Pancoran, Jakarta Selatan",2 KT - 1 KM - 30 m2
Rumah cluster di meruyung depok dekat tol limo,Rp 225.000.000,"Mampang Prapatan, Jakarta Selatan",2 KT - 1 KM - 30 m2
Rumah cluster di meruyung depok dekat tol limo,Rp 225.000.000,"Kebayoran Lama, Jakarta Selatan",2 KT - 1 KM - 30 m2
HOT SALE!!!Rumah siap huni posisi hook di Simprug Kebayoran Jak-Sel,Rp 5.700.000.000,"Kebayoran Baru, Jakarta Selatan",3 KT - 3 KM - 250 m2
Dijual rumah termurah mewah strategis di Pesanggrahan Jakarta Selatan,Rp 3.667.860.000,"Pesanggrahan, Jakarta Selatan",4 KT - 3 KM - 220 m2
"Dijual Rumah Area Kebagusan, Jati Padang- Jakarta Selatan",Rp 4.000.000.000,"Pasar Minggu, Jakarta Selatan",4 KT - 3 KM - 200 m2
Dijual Murah Rumah Cluster Kecapi di Jagakarsa Jakarta Selatan,Rp 1.650.000.000,"Pasar Minggu, Jakarta Selatan",3 KT - 3 KM - 125 m2
Dijual Rumah Cluster Ada Kolam Renang di Kebagusan Jakarta Selatan,Rp 2.100.000.000,"Pasar Minggu, Jakarta Selatan",4 KT - 4 KM - 120 m2
DIJUAL APARTEMEN DI BINTARO SIAP HUNI,Rp 950.000.000,"Kebayoran Baru, Jakarta Selatan",2 KT - 1 KM - 74 m2
Rumah Dijual Kebagusan Pasar Minggu JakSel,Rp 440.000.000,"Pasar Minggu, Jakarta Selatan",2 KT - 1 KM - 81 m2
Rumah mewah murah Jakarta Selatan,Rp 15.950.000.000,"Pasar Minggu, Jakarta Selatan",4 KT - 4 KM - 632 m2
"Dijual murah Type Studio Apartemen kalibata city, GP Tower Sakura",Rp 285.000.000,"Pancoran, Jakarta Selatan",1 KT - 1 KM - 21 m2
DIJUAL CEPAT Rumah siap huni komplek deplu kreo (Nego Tipis),Rp 1.700.000.000,"Pesanggrahan, Jakarta Selatan",4 KT - 4 KM - 180 m2
DI JUAL MURAH APARTEMEN KALIBATA CITY TOWER TULIP GREEN PALACE JAKSEL,Rp 768.000.000,"Pancoran, Jakarta Selatan",3 KT - 1 KM - 50 m2
Rumah Asri Dalam Cluster di Pancoran Jakarta Selatan,Rp 10.500.000.000,"Pancoran, Jakarta Selatan",7 KT - 4 KM - 350 m2
RUMAH ASRI MURAH 2 LT DI DUREN TIGA JAKSEL,Rp 13.800.000.000,"Pancoran, Jakarta Selatan",4 KT - 4 KM - 500 m2
Jual Rumah Mewah Dengan Lift di Kebayoran Baru,Rp 37.000.000.000,"Kebayoran Baru, Jakarta Selatan",5 KT - 6 KM - 865 m2
Rumah di jual dekat stasiun depok,Rp 620.000.000,"Pasar Minggu, Jakarta Selatan",2 KT - 1 KM - 38 m2
Apartemen Jakarta Arumaya Residence Garden Villa 2BR Jakarta Selatan,Rp 7.000.000.000,"Cilandak, Jakarta Selatan",2 KT - 2 KM - 81 m2
Apartemen Cilandak Arumaya Residence Garden Villa 3BR Jakarta Selatan,Rp 7.000.000.000,"Cilandak, Jakarta Selatan",3 KT - 3 KM - 127 m2
Dijual Rumah Kantor Luas dan Strategis di Jatipadang Pasar Minggu,Rp 14.000.000.000,"Pasar Minggu, Jakarta Selatan",10 KT - 5 KM - 600 m2
Apartemen Arumaya Residence Garden Villa Jakarta Selatan,Rp 1.700.000.000,"Pasar Minggu, Jakarta Selatan",1 KT - 1 KM - 34 m2
Rumah Pondok Indah 560 meter Full Furnish Lokasi Bagus Harga Bagus jg.,Rp 20.950.000.000,"Kebayoran Lama, Jakarta Selatan",5 KT - 4 KM - 500 m2
Apartemen Jakarta Selatan Arumaya Residence 2BR Cilandak,Rp 4.400.000.000,"Cilandak, Jakarta Selatan",2 KT - 2 KM - 77 m2
Dijual Rumah KOS bisa juga untuk tempat tinggal,Rp 4.300.000.000,"Pasar Minggu, Jakarta Selatan",6 KT - 7 KM - 200 m2
"Rumah Bagus 2 Lantai Siap Huni di Lebak Bulus, Jakarta Selatan",Rp 3.900.000.000,"Cilandak, Jakarta Selatan",6 KT - 4 KM - 220 m2
Ready Stok Siap AJB Termurah Di Parung Panjang Fasilitas Lengkap,Rp 326.000.000,"Kebayoran Lama, Jakarta Selatan",2 KT - 1 KM - 27 m2
Permata Hijau Mansion Tipe B,Rp 3.750.000.000,"Kebayoran Lama, Jakarta Selatan",4 KT - 4 KM - 147 m2
South Quarter Residence Tipe Studio,Rp 1.300.000.000,"Cilandak, Jakarta Selatan",1 KT - 1 KM - 30 m2
DiJual Apartement Verde one/satu dibawah harga pasaran + Balkon,Rp 5.500.000.000,"Pasar Minggu, Jakarta Selatan",3 KT - 2 KM - 178 m2
DiJual Apartement Exclusive The Pakubuwono Residencr Harga Menarik,Rp 6.500.000.000,"Pasar Minggu, Jakarta Selatan",2 KT - 2 KM - 177 m2
DiJual Super Cepat Apartement THE H TOWER,Rp 3.300.000.000,"Pasar Minggu, Jakarta Selatan",2 KT - 2 KM - 138 m2
DiJual Super Cepat  Apartement H Residence MT Haryono,Rp 700.000.000,"Pasar Minggu, Jakarta Selatan",1 KT - 1 KM - 37 m2
New Furnist Apartemen Studio Hresidence MT Haryono,Rp 750.000.000,"Pasar Minggu, Jakarta Selatan",1 KT - 1 KM - 37 m2
DIjual Cepat Hitung Tanah bangunan di Tegal Parang,Rp 5.100.000.000,"Mampang Prapatan, Jakarta Selatan",3 KT - 2 KM - 297 m2
Dijual Cepat Rumah layak Huni di Wijaya 1 Jakarta selatan,Rp 29.000.000.000,"Mampang Prapatan, Jakarta Selatan",6 KT - 6 KM - 600 m2
DiJual Cepat Rumah Kosan masih beroperasi Cijantung Jaktim,Rp 3.500.000.000,"Mampang Prapatan, Jakarta Selatan",>10 KT - 7 KM - 281 m2
DIJUAL CEPAT APARTEMEN STUDIO EXCLUSIVE H RESIDENCE MT HARYONO,Rp 700.000.000,"Mampang Prapatan, Jakarta Selatan",1 KT - 1 KM - 37 m2
Dijual Harga Super Miring Apartemen Casa Grande Phase 1 Montreal tower,Rp 2.200.000.000,"Mampang Prapatan, Jakarta Selatan",2 KT - 2 KM - 80 m2
Dijual Rumah cepar Jl Cisangiri dekat pasar santa hitung tanah,Rp 17.400.000.000,"Mampang Prapatan, Jakarta Selatan",5 KT - 5 KM - 300 m2
"Rumah mewah,dekat tb simatupang  bisa cicil 100x tanpa bunga",Rp 1.500.000.000,"Cilandak, Jakarta Selatan",3 KT - 3 KM - 110 m2
Rumah secondary di Jakarta Selatan.,Rp 2.500.000.000,"Pasar Minggu, Jakarta Selatan",2 KT - 2 KM - 100 m2
beli Apartemen di BSD SERPONG dapat motor,Rp 389.000.000,"Kebayoran Baru, Jakarta Selatan",1 KT - 1 KM - 22 m2
Rumah dijual di Bintaro Kesehatan Jakarta Selatan dekat Tol Veteran,Rp 5.500.000.000,"Pesanggrahan, Jakarta Selatan",6 KT - 6 KM - 180 m2
RUMAH MEWAH KONTEMPORER KLASIK DI KEBAYORAN BARU,Rp 29.500.000.000,"Kebayoran Baru, Jakarta Selatan",4 KT - 5 KM - 560 m2
Rumah Premier Depok Lokasi Hanya 1Km ke Tol Desari Free Biaya,Rp 1.644.999.999,"Pasar Minggu, Jakarta Selatan",3 KT - 3 KM - 95 m2
Rumah Dekat Tol Hanya 10 Menit ke Antasari Jaksel SIAP HUNI,Rp 960.000.000,"Cilandak, Jakarta Selatan",3 KT - 2 KM - 82 m2
Rumah ada kolam renang Hook harga NJOP Bintaro Jak Sel LH 072,Rp 7.290.000.000,"Pesanggrahan, Jakarta Selatan",4 KT - 4 KM - 360 m2
Dijual rumah klasik harga menarik at Pondok Indah Jaksel,Rp 27.000.000.000,"Kebayoran Lama, Jakarta Selatan",9 KT - 6 KM - 1100 m2
Rumah di Cipete Utara Jakarta Selatan,Rp 3.900.000.000,"Kebayoran Baru, Jakarta Selatan",5 KT - 4 KM - 220 m2
Di Pasarkan Pejaten Teras Townhouse Baru,Rp 2.800.000.000,"Pasar Minggu, Jakarta Selatan",3 KT - 2 KM - 80 m2
RUMAH MEWAH MODERN CLASSIC CLUSTER DENGAN FASUM KOLAM RENANG,Rp 2.850.000.000,"Cilandak, Jakarta Selatan",4 KT - 4 KM - 140 m2
"Dijual Rumah di Jl. Wijaya Timur, Kebayoran Baru, Jakarta Selatan",Rp 15.000.000.000,"Kebayoran Baru, Jakarta Selatan",5 KT - 4 KM - 300 m2
Rumah Villa Kantor Among Tani Pemkot Batu,Rp 1.600.000.000,"Pesanggrahan, Jakarta Selatan",4 KT - 2 KM - 216 m2
Fast Sale Apartment The Langham Residences 3Bedroom,Rp 35.000.000.000,"Kebayoran Lama, Jakarta Selatan",3 KT - 3 KM - 351 m2
Rumah dekat jakarta selatan bisa cicil 80x tanpa bunga,Rp 1.200.000.000,"Cilandak, Jakarta Selatan",3 KT - 2 KM - 75 m2
Dijual Apartment Kalibata tipe studio,Rp 240.000.000,"Pancoran, Jakarta Selatan",1 KT - 1 KM - 12.0 m2
SALE FULL FURNISHED  APARTMENT BINTARO PARKVIEW,Rp 370.000.000,"Pesanggrahan, Jakarta Selatan",1 KT - 1 KM - 22 m2
Rumah 3 Lantai Di Tegal Parang Mampang Prapatan,Rp 5.500.000.000,"Mampang Prapatan, Jakarta Selatan",6 KT - 4 KM - 260 m2
DIJUAL CEPAT MURAH RUMAH CLUSTER KEBAYORAN GARDEN BINTARO SEKTOR 7,Rp 5.200.000.000,"Pesanggrahan, Jakarta Selatan",5 KT - 4 KM - 213 m2
Dijual Rumah Jl Wijaya Kebayoran Baru Bagus dan Terawat,Rp 55.000.000.000,"Kebayoran Baru, Jakarta Selatan",3 KT - 2 KM - 500 m2
Dijual Rumah di Cilandak 5 Kamar Tidur Arah Timur,Rp 9.000.000.000,"Cilandak, Jakarta Selatan",5 KT - 3 KM - 220 m2
Di jual  17 unit rumah di kebagusan dekat plaza oleos,Rp 355.000.000.000,"Pasar Minggu, Jakarta Selatan",10 KT - 9 KM - 6800 m2
Rumah Pondok Indah Jaksel Siap Huni Harga Murah bisa Nego,Rp 4.150.000.000,"Kebayoran Lama, Jakarta Selatan",2 KT - 2 KM - 120 m2
"Luxury American Classic House At Prime Area Kebayoran Baru, Jakarta",Rp 49.500.000.000,"Kebayoran Baru, Jakarta Selatan",8 KT - 6 KM - 550 m2
"Dijual Rumah Bagus 3 Lt M U R A H Jl. Bangka, Jakarta Selatan",Rp 4.000.000.000,"Mampang Prapatan, Jakarta Selatan",4 KT - 2 KM - 180 m2
Rumah Siap Huni Akses Jalan Lebar Dekat Tol Simatupang,Rp 7.800.000.000,"Cilandak, Jakarta Selatan",4 KT - 3 KM - 302.0 m2
Dijual Kos-Kosan Lokasi Strategis Di Senopati Jakarta Selatan,Rp 12.000.000.000,"Kebayoran Baru, Jakarta Selatan",>10 KT - >10 KM - 750 m2
DIJUAL RUMAH PASAR MINGGU  DALAM TOWNHOUSE,Rp 14.000.000.000,"Pasar Minggu, Jakarta Selatan",6 KT - 4 KM - 600 m2
DIJUAL RUMAH MEWAH MODEL KLASIK 3 ½ LANTAI DALAM CLUSTER DI JAGAKARSA,Rp 3.650.000.000,"Cilandak, Jakarta Selatan",6 KT - 5 KM - 300 m2
Rumah Murah 2 Menit Ke Tol TB Simatupang Pasar Minggu Jakarta Selatan,Rp 3.600.000.000,"Pasar Minggu, Jakarta Selatan",5 KT - 4 KM - 250 m2
Rumah Cantik 3 Lt Luas Bisa Nego 6 Menit ke Stasiun Pasar Minggu J-226,Rp 7.190.000.000,"Pasar Minggu, Jakarta Selatan",4 KT - 4 KM - 450 m2
Rumah baru cipete siap huni belakang citos,Rp 28.000.000.000,"Cilandak, Jakarta Selatan",6 KT - 7 KM - 515.0 m2
Rumah Dijual Brand New Townhouse Di Pejaten Jakarta Selatan,Rp 2.500.000.000,"Pasar Minggu, Jakarta Selatan",5 KT - 3 KM - 180 m2
Dijual Apartement 1Park Residence Gandaria 3BR Full Furnished,Rp 3.900.000.000,"Cilandak, Jakarta Selatan",3 KT - 2 KM - 140 m2
Dijual Murah Rumah Lama Hitung Tanah 25jt/m,Rp 13.700.000.000,"Kebayoran Baru, Jakarta Selatan",4 KT - 3 KM - 300 m2
Pondok Indah Jaksel Dijual Rumah Cantik Siap Huni Harga Nego,Rp 6.300.000.000,"Kebayoran Lama, Jakarta Selatan",4 KT - 4 KM - 302 m2
Rumah Old Money Sangat Strategis di Hang Lekiu Kebayoran Baru Jakarta,Rp 21.000.000.000,"Kebayoran Baru, Jakarta Selatan",4 KT - 3 KM - 317 m2
Rumah bagus dalam kompleks sec 24 jam,Rp 6.900.000.000,"Cilandak, Jakarta Selatan",3 KT - 3 KM - 280 m2
BRAND NEW PONDOK INDAH -  JAKARTA SELATAN   LUXURIOUS MODERN  TROPICAL,Rp 14.500.000.000,"Kebayoran Lama, Jakarta Selatan",6 KT - 5 KM - 600 m2
DIJUAL RUMAH PONDOK INDAH JAKARTA SELATAN,Rp 9.900.000.000,"Kebayoran Lama, Jakarta Selatan",5 KT - 5 KM - 280 m2
Rumah Cantik Elit di Pondok Indah,Rp 6.300.000.000,"Kebayoran Lama, Jakarta Selatan",4 KT - 4 KM - 302 m2
For Sale Apartment Pakubuwono Spring 2Bdr,Rp 8.000.000.000,"Kebayoran Lama, Jakarta Selatan",2 KT - 1 KM - 170 m2
Rumah Mewah Design Modern di  Simprug Golf Jakarta Selatan,Rp 58.000.000.000,"Kebayoran Lama, Jakarta Selatan",9 KT - 7 KM - 1200 m2
Rumah Brand New Cilandak,Rp 15.500.000.000,"Cilandak, Jakarta Selatan",5 KT - 4 KM - 400 m2
DIJUAL RUMAH ASRI DENGAN HALAMAN LUAS KAWASAN CILANDAK,Rp 8.900.000.000,"Cilandak, Jakarta Selatan",5 KT - 3 KM - 200 m2
DIJUAL MURAH DIBAWAH PASARAN APARTEMEN ALTIZ BINTARO,Rp 925.000.000,"Pesanggrahan, Jakarta Selatan",2 KT - 1 KM - 40 m2
"TURUN HARGA 1Park Avenue 2BR, FF, jual rugi",Rp 4.450.000.000,"Kebayoran Baru, Jakarta Selatan",2 KT - 2 KM - 146.0 m2
Rumah 3 Lantai SEMI FURNISHED di Pejaten (2 unit Only),Rp 5.000.000.000,"Pasar Minggu, Jakarta Selatan",4 KT - 4 KM - 260 m2
Rumah di Bintaro Permai  Pesanggrahan,Rp 3.000.000.000,"Pesanggrahan, Jakarta Selatan",5 KT - 4 KM - 170 m2
Rumah di Cilandak Barat JakSel hook semi furnished ada kolam renang,Rp 19.500.000.000,"Cilandak, Jakarta Selatan",7 KT - 5 KM - 600.0 m2
apartemen di jakarta selatan dengan fasilitas lengkap,Rp 1.300.000.000,"Cilandak, Jakarta Selatan",1 KT - 1 KM - 30 m2
"Rumah 1 lantai dijual cepat di Lenteng Agung Raya, Jakarta Selatan",Rp 5.300.000.000,"Pasar Minggu, Jakarta Selatan",5 KT - 6 KM - 200 m2
"Rumah Mewah Brand New V V I P Area Jl. Hang Tuah, Kebayoran Baru",Rp 72.000.000.000,"Kebayoran Baru, Jakarta Selatan",5 KT - 6 KM - 900 m2
"Rumah 2,5Lantai dalam Exclusive Cluster di  Pasar Minggu, Jaksel",Rp 4.200.000.000,"Pasar Minggu, Jakarta Selatan",5 KT - 4 KM - 138 m2
Fast Sale House In Pondok Indah Jakarta Selatan,Rp 26.000.000.000,"Kebayoran Lama, Jakarta Selatan",3 KT - 3 KM - 450 m2
Rumah dekat Tugu Dirgantara Pancoran Peruntukan Komersil K1,Rp 15.000.000.000,"Pancoran, Jakarta Selatan",6 KT - 4 KM - 250 m2
Di Jual Cepat Rumah Mewah SUPER MURAH di Grogol Utara,Rp 45.970.000.000,"Kebayoran Lama, Jakarta Selatan",4 KT - 3 KM - 810 m2
RUMAH MURAH DIBAWAH NJOP BINTARO JAKSEL,Rp 3.200.000.000,"Pesanggrahan, Jakarta Selatan",4 KT - 3 KM - 200 m2
RUMAH MEWAH DI AMPERA JAKSEL,Rp 27.000.000.000,"Pasar Minggu, Jakarta Selatan",7 KT - 6 KM - 800 m2
Dijual Cepat Nego Apartement Fatmawati City Center,Rp 990.000.000,"Cilandak, Jakarta Selatan",1 KT - 1 KM - 25 m2
Di Jual Rumah Pondok Indah jakarta selatan,Rp 17.000.000.000,"Kebayoran Lama, Jakarta Selatan",4 KT - 4 KM - 603 m2
Di jual cluster unit baru,Rp 1.700.000.000,"Pasar Minggu, Jakarta Selatan",3 KT - 3 KM - 120 m2
Di Jual Rumah Townhouse Kebagusan Pasar Minggu,Rp 1.500.000.000,"Pasar Minggu, Jakarta Selatan",3 KT - 3 KM - 100 m2
Dijual Rumah Posisi Hook Ada Halaman Belakang Di Jakarta Selatan,Rp 8.500.000.000,"Pesanggrahan, Jakarta Selatan",6 KT - 4 KM - 568 m2
"Apartemen Lexington Siap Huni, Mewah dan Rapi, Jakarta Selatan",Rp 2.000.000.000,"Pesanggrahan, Jakarta Selatan",2 KT - 2 KM - 85 m2
Apartment Siap HUNI Vasaka Solterra,Rp 1.000.000.000,"Pasar Minggu, Jakarta Selatan",1 KT - 1 KM - 26 m2
DI JUAL RUMAH MEWAH ADA SWIMING POOL DI CIPETE SELATAN JAKSEL,Rp 7.300.000.000,"Cilandak, Jakarta Selatan",6 KT - 5 KM - 600 m2
Rumah Baru Mewah Dan Kokoh Di Pondok Indah,Rp 17.500.000.000,"Kebayoran Lama, Jakarta Selatan",4 KT - 6 KM - 603 m2
Dijual Rumah Modern minimalis lokasi strategis di Cilandak Jaksel,Rp 4.700.000.000,"Pasar Minggu, Jakarta Selatan",4 KT - 4 KM - 280 m2
Dijual Komplek Townhouse dengan 4 rumah besar di cilandak Jaksel,Rp 19.500.000.000,"Cilandak, Jakarta Selatan",>10 KT - >10 KM - 648 m2
Rumah mewah siap huni di Rempoa Jaksel,Rp 10.000.000.000,"Pesanggrahan, Jakarta Selatan",6 KT - 3 KM - 270.0 m2
JUAL CEPAT HARGA MIRING APT FOURWINDS SENAYAN 1 BR FURNISHED MODERN,Rp 2.500.000.000,"Kebayoran Lama, Jakarta Selatan",1 KT - 1 KM - 71 m2
dijual rumah diduren tiga selatan dekat komplek pertani dan kantor BNN,Rp 19.500.000.000,"Pancoran, Jakarta Selatan",5 KT - 4 KM - 500 m2
Rumah ada Kolam Renang Pribadi Berhalaman Luas 1 Lantai di Ampera Raya,Rp 19.000.000.000,"Pasar Minggu, Jakarta Selatan",4 KT - 3 KM - 480 m2
Dijual rumah baru harga super seru at Sinabung kebayoran baru,Rp 35.000.000.000,"Kebayoran Baru, Jakarta Selatan",6 KT - 7 KM - 840 m2
Interior BARU 2 KAMAR SHM Kalibata City,Rp 375.000.000,"Mampang Prapatan, Jakarta Selatan",2 KT - 1 KM - 33.0 m2
Rumah Dijual Cluster Lebak Bulus KPR Nego Strategis,Rp 1.895.000.000,"Cilandak, Jakarta Selatan",3 KT - 3 KM - 91 m2
"Dijual Rumah Mewah Clasic Furnish Di Kebayoran Baru ,jakarta Selatan",Rp 99.000.000.000,"Kebayoran Baru, Jakarta Selatan",5 KT - 7 KM - 2000.0 m2
Dijual Apartemen Permata Hijau Residences,Rp 2.850.000.000,"Kebayoran Lama, Jakarta Selatan",3 KT - 2 KM - 110 m2
Rumah murah hitung tanah dalam komplek di Bintaro Pesanggrahan 4931 pj,Rp 3.800.000.000,"Pesanggrahan, Jakarta Selatan",3 KT - 2 KM - 160 m2
"For Sale Rumah Tua di  lahan yg luas Cipete Utara, Jakarta Selatan",Rp 15.000.000.000,"Kebayoran Baru, Jakarta Selatan",4 KT - 2 KM - 200 m2
Rumah Brand New Mewah 2 Di Lokasi Perumahan Area Pesanggrahan Jaksel,Rp 3.050.000.000,"Pesanggrahan, Jakarta Selatan",3 KT - 3 KM - 144 m2
Rumah Dalam Cluster di Cilandak 5 menit ke Jl. TB Simatupang,Rp 3.950.000.000,"Cilandak, Jakarta Selatan",4 KT - 5 KM - 190 m2
RUMAH TROPICAL MODERN MINIMALIS 3 LANTAI BY ATEILER RIRI DEKAT BCA,Rp 17.900.000.000,"Kebayoran Lama, Jakarta Selatan",4 KT - 4 KM - 603 m2
RUMAH BARU 1.5 LANTAI KOMPLEK BONA INDAH,Rp 4.300.000.000,"Cilandak, Jakarta Selatan",2 KT - 1 KM - 77 m2
DIJUAL Apartment Residence 8 Senopati 2BR Furnished Close to MRT Mall,Rp 7.000.000.000,"Kebayoran Baru, Jakarta Selatan",2 KT - 2 KM - 133 m2
dijual rumah mewah dipancoran timur dalam komplek,Rp 13.500.000.000,"Pancoran, Jakarta Selatan",5 KT - 3 KM - 400 m2
Rumah Mewah Siap Huni Harga Terbaik Dekat Pondok Indah Mall,Rp 2.750.000.000,"Kebayoran Lama, Jakarta Selatan",4 KT - 3 KM - 185 m2
Dijual Apartemen Somerset Kencana Pondok Indah,Rp 3.750.000.000,"Kebayoran Lama, Jakarta Selatan",3 KT - 2 KM - 128 m2
Rumah Luxury Fully Furnished di Kebayoran Baru dekat Senopati,Rp 27.000.000.000,"Kebayoran Baru, Jakarta Selatan",5 KT - 5 KM - 600 m2
Jual rumah cepat dekat transmart bintaro,Rp 1.100.000.000,"Pesanggrahan, Jakarta Selatan",3 KT - 2 KM - 100 m2
"Permata Hijau, Rumah Siap Huni Dlm Komplek Tenang Kondisi Terawat, Jak",Rp 23.000.000.000,"Kebayoran Lama, Jakarta Selatan",4 KT - 4 KM - 550 m2
Dijual rumah brandnew cluster area Petukangan Pesanggrahan Jaksel,Rp 1.100.000.000,"Pesanggrahan, Jakarta Selatan",2 KT - 2 KM - 50 m2
"Jual Apartemen Branz Simatupang, Jakarta Selatan",Rp 3.000.000.000,"Cilandak, Jakarta Selatan",1 KT - 1 KM - 64 m2
Rumah Bebas Banjir dekat Bintaro Plaza Harga Nego Siap KPR J-21993,Rp 2.440.000.000,"Pesanggrahan, Jakarta Selatan",3 KT - 3 KM - 140 m2
Rumah Jakarta Selatan Pangkalan Jati,Rp 5.500.000.000,"Cilandak, Jakarta Selatan",8 KT - 4 KM - 252 m2
Rumah Modern 2 Lt Siap Huni 9 Mnt ke Gerbang Tol Ciledug J-21993,Rp 2.360.000.000,"Pesanggrahan, Jakarta Selatan",3 KT - 3 KM - 140 m2
Rumah Nego dekat Bintaro Plaza Bebas Banjir Dibantu KPR J-21993,Rp 2.440.000.000,"Pesanggrahan, Jakarta Selatan",3 KT - 3 KM - 140 m2
Rumah Seken Terawat Hadap Selatan dekat Bintaro Plaza Bisa KPR J-21993,Rp 2.440.000.000,"Pesanggrahan, Jakarta Selatan",3 KT - 3 KM - 140 m2
Rumah Hadap Selatan 7 Mnt ke RSUD Pondok Aren Bisa KPR J-21993,Rp 2.440.000.000,"Pesanggrahan, Jakarta Selatan",3 KT - 3 KM - 140 m2
Townhouse di Kabagusan Pasar Minggu JakSel,Rp 3.000.000.000,"Pasar Minggu, Jakarta Selatan",5 KT - 5 KM - 180 m2
Take over rumah subsidi di duta pakis dekat pasar parung,Rp 60.000.000,"Cilandak, Jakarta Selatan",2 KT - 1 KM - 36 m2
Dijual Rumah Bagus Siap Huni Di Pondok Indah Jaksel,Rp 5.900.000.000,"Kebayoran Lama, Jakarta Selatan",5 KT - 5 KM - 240 m2
Rumah Bagus Dijual Di Cluster Strategis Di Area Kebayoran Lama,Rp 6.500.000.000,"Kebayoran Lama, Jakarta Selatan",6 KT - 4 KM - 256 m2
